Date,Open
1670803200000,17085.05000000
1670889600000,17208.93000000
1670976000000,17775.82000000
1671062400000,17804.01000000
1671148800000,17356.96000000
1671235200000,16631.50000000
1671321600000,16777.54000000
1671408000000,16739.00000000
1671494400000,16438.88000000
1671580800000,16896.15000000
1671667200000,16824.68000000
1671753600000,16821.90000000
1671840000000,16778.52000000
1671926400000,16835.73000000
1672012800000,16832.11000000
1672099200000,16919.39000000
1672185600000,16706.06000000
1672272000000,16547.32000000
1672358400000,16633.47000000
1672444800000,16607.48000000
1672531200000,16541.77000000
1672617600000,16617.17000000
1672704000000,16672.78000000
1672790400000,16675.65000000
1672876800000,16850.36000000
1672963200000,16831.85000000
1673049600000,16950.31000000
1673136000000,16943.83000000
1673222400000,17127.83000000
1673308800000,17179.04000000
1673395200000,17440.64000000
1673481600000,17943.26000000
1673568000000,18846.62000000
1673654400000,19930.01000000
1673740800000,20952.76000000
1673827200000,20872.99000000
1673913600000,21185.65000000
1674000000000,21132.29000000
1674086400000,20677.47000000
1674172800000,21071.59000000
1674259200000,22666.00000000
1674345600000,22783.35000000
1674432000000,22706.02000000
1674518400000,22917.81000000
1674604800000,22631.94000000
1674691200000,23060.42000000
1674777600000,23009.65000000
1674864000000,23074.16000000
1674950400000,23021.40000000
1675036800000,23743.37000000
1675123200000,22827.38000000
1675209600000,23125.13000000
1675296000000,23731.41000000
1675382400000,23489.33000000
1675468800000,23431.90000000
1675555200000,23327.66000000
1675641600000,22932.91000000
1675728000000,22762.52000000
1675814400000,23242.42000000
1675900800000,22961.85000000
1675987200000,21797.83000000
1676073600000,21625.19000000
1676160000000,21862.02000000
1676246400000,21782.37000000
1676332800000,21774.63000000
1676419200000,22199.84000000
1676505600000,24322.87000000
1676592000000,23517.72000000
1676678400000,24568.24000000
1676764800000,24632.05000000
1676851200000,24272.51000000
1676937600000,24843.89000000
1677024000000,24450.67000000
1677110400000,24182.21000000
1677196800000,23940.20000000
1677283200000,23184.04000000
1677369600000,23157.07000000
1677456000000,23554.85000000
1677542400000,23492.09000000
1677628800000,23141.57000000
1677715200000,23629.76000000
1677801600000,23465.32000000
1677888000000,22354.34000000
1677974400000,22346.57000000
1678060800000,22430.24000000
1678147200000,22409.41000000
1678233600000,22198.56000000
1678320000000,21704.37000000
1678406400000,20362.21000000
1678492800000,20150.69000000
1678579200000,20455.73000000
1678665600000,21998.05000000
1678752000000,24112.27000000
1678838400000,24670.41000000
1678924800000,24285.66000000
1679011200000,24998.78000000
1679097600000,27395.13000000
1679184000000,26907.49000000
1679270400000,27972.87000000
1679356800000,27717.01000000
1679443200000,28107.81000000
1679529600000,27250.97000000
1679616000000,28295.42000000
1679702400000,27454.46000000
1679788800000,27462.96000000
1679875200000,27968.05000000
1679961600000,27124.90000000
1680048000000,27261.06000000
1680134400000,28348.60000000
1680220800000,28028.53000000
1680307200000,28465.36000000
1680393600000,28452.74000000
1680480000000,28171.87000000
1680566400000,27800.00000000
1680652800000,28165.47000000
1680739200000,28170.01000000
1680825600000,28033.83000000
1680912000000,27906.34000000
1680998400000,27938.38000000
1681084800000,28323.76000000
1681171200000,29637.35000000
1681257600000,30200.43000000
1681344000000,29888.07000000
1681430400000,30373.84000000
1681516800000,30466.93000000
1681603200000,30295.10000000
1681689600000,30304.66000000
1681776000000,29430.27000000
1681862400000,30380.01000000
1681948800000,28797.10000000
1682035200000,28243.65000000
1682121600000,27262.84000000
1682208000000,27816.85000000
1682294400000,27590.59000000
1682380800000,27510.93000000
1682467200000,28300.80000000
1682553600000,28415.29000000
1682640000000,29472.77000000
1682726400000,29311.69000000
1682812800000,29230.45000000
1682899200000,29233.20000000
1682985600000,28068.26000000
1683072000000,28669.85000000
1683158400000,29026.16000000
1683244800000,28838.16000000
1683331200000,29505.60000000
1683417600000,28848.19000000
1683504000000,28430.09000000
1683590400000,27668.80000000
1683676800000,27628.28000000
1683763200000,27598.74000000
1683849600000,26968.61000000
1683936000000,26795.01000000
1684022400000,26775.27000000
1684108800000,26917.61000000
1684195200000,27162.15000000
1684281600000,27033.85000000
1684368000000,27405.62000000
1684454400000,26821.28000000
1684540800000,26880.26000000
1684627200000,27102.42000000
1684713600000,26747.78000000
1684800000000,26849.28000000
1684886400000,27219.61000000
1684972800000,26329.00000000
1685059200000,26473.80000000
1685145600000,26705.93000000
1685232000000,26854.28000000
1685318400000,28065.01000000
1685404800000,27736.39000000
1685491200000,27694.39000000
